2/12/2016
3:58 PM
Sampling Frequency:,10Hz 
-0.00000,  -1.4
0.00002,  -1.0
0.00001,   0.5
0.00002,  -0.4
0.00001,  -0.8
0.00002,   0.4
0.00001,  -1.7
0.00001,  -0.5
0.00001,  -2.1
-0.00000,  -0.6
-0.00000,   0.3
0.00002,  -1.3
0.00003,  -1.0
0.00001,  -0.3
0.00002,  -0.7
0.00002,  -1.0
0.00001,  -0.3
0.00002,  -0.5
0.00002,  -0.1
-0.00001,  -1.2
0.00001,   0.7
0.00001,  -0.5
0.00001,   0.2
0.00003,   0.3
-0.00000,  -0.1
0.00000,   0.3
0.00001,  -0.1
0.00001,  -1.1
0.00003,  -0.1
-0.00000,  -0.5
0.00001,  -0.1
0.00002,  -0.3
0.00001,  -0.3
0.00000,  -0.7
0.00002,  -0.3
0.00002,   0.0
0.00002,  -0.6
0.00001,  -0.1
0.00002,  -0.6
0.00001,  -0.7
0.00001,  -1.1
0.00001,  -0.2
0.00001,  -1.3
0.00000,  -1.3
0.00000,  -1.1
0.00002,  -0.5
0.00001,  -0.6
0.00001,  -1.4
-0.00000,  -1.0
0.00001,  -0.6
0.00002,  -0.7
0.00001,  -1.1
0.00002,  -1.4
0.00001,  -0.1
0.00001,  -0.9
0.00002,  -0.3
0.00001,  -0.7
0.00002,  -0.2
0.00002,  -1.5
0.00001,  -0.7
0.00001,  -0.8
0.00001,  -1.1
0.00001,  -1.3
0.00000,  -0.5
-0.00000,  -1.3
0.00002,  -1.2
0.00002,  -0.2
0.00001,   0.4
0.00001,  -0.6
0.00001,  -1.2
0.00001,  -0.1
0.00002,  -0.4
0.00003,  -1.3
0.00001,  -0.4
0.00002,   0.5
0.00003,  -0.6
0.00002,  -1.2
0.00003,  -0.7
0.00003,   0.2
0.00001,  -0.3
0.00001,  -0.6
0.00001,   0.1
0.00002,  -1.1
0.00001,  -0.7
0.00000,  -1.1
0.00001,  -0.1
0.00002,  -0.5
0.00002,  -0.4
0.00002,   0.1
0.00002,   0.1
0.00002,  -0.4
0.00001,  -0.9
0.00001,  -0.5
0.00000,  -1.0
0.00001,  -0.2
0.00002,   0.2
0.00002,  -0.3
0.00002,  -1.1
0.00002,   0.2
0.00001,  -0.9
0.00001,  -0.8
0.00002,  -1.3
0.00001,  -0.9
0.00001,  -1.2
0.00001,  -1.0
0.00001,  -1.4
0.00003,  -1.0
0.00003,  -1.0
0.00002,   0.4
0.00001,   0.1
0.00002,  -0.4
0.00001,  -1.2
0.00001,  -1.0
0.00000,  -0.8
0.00002,  -1.0
0.00001,  -1.3
0.00002,  -0.6
0.00001,  -0.1
0.00001,  -0.2
0.00003,  -1.5
0.00003,  -1.6
0.00000,  -0.4
0.00002,  -0.4
0.00003,   0.0
0.00001,  -0.1
0.00003,  -0.9
0.00002,  -0.7
0.00001,  -0.3
-0.00001,  -0.6
0.00002,   0.4
0.00003,  -0.4
0.00002,   0.4
0.00002,  -0.3
0.00002,  -0.4
0.00002,  -0.2
0.00002,  -0.1
0.00002,  -0.2
0.00003,  -0.8
0.00001,   0.1
0.00002,  -0.1
0.00001,  -0.9
0.00001,  -0.7
0.00002,   0.1
0.00003,   0.0
0.00001,  -0.1
0.00000,  -0.1
0.00003,  -0.5
0.00002,   0.2
0.00003,  -0.3
0.00002,   0.4
0.00002,  -0.5
0.00002,  -0.1
0.00003,  -0.2
0.00002,  -0.0
0.00003,   0.6
0.00003,   0.1
0.00001,  -0.6
0.00002,   0.3
0.00001,   0.6
0.00003,   0.4
0.00002,  -0.1
0.00002,  -0.6
0.00002,  -0.0
0.00002,   0.2
0.00002,  -0.6
0.00002,  -0.9
0.00001,  -0.6
0.00001,   0.5
-0.00000,   0.2
0.00001,   0.3
0.00002,  -0.1
0.00001,   0.3
0.00002,  -0.9
0.00002,   0.0
0.00002,  -1.0
0.00001,  -0.4
0.00001,  -0.9
0.00002,  -1.3
0.00002,  -1.0
0.00001,  -1.3
0.00001,   0.3
0.00000,  -0.1
0.00001,  -0.5
0.00002,   0.6
0.00002,   0.2
0.00004,   0.8
-0.00000,   0.4
0.00001,  -0.7
0.00002,   0.1
0.00002,   0.4
0.00003,  -0.0
0.00002,   0.0
-0.00005,  -0.5
-0.00001,   0.4
0.00045,  -0.3
0.00089,   0.1
0.00090,   0.5
-0.00304,   0.6
-0.00374,  -0.5
-0.00373,  -0.0
-0.00375,  -0.5
-0.00376,  -0.9
-0.00378,   0.2
-0.00377,   0.2
-0.00378,  -0.5
-0.00378,  -0.4
-0.00380,   0.5
-0.00377,  -0.4
-0.00377,  -0.6
-0.00377,  -0.3
-0.00378,  -0.8
-0.00377,  -0.4
-0.00378,   0.6
-0.00377,   0.2
-0.00379,  -0.1
-0.00378,   0.3
-0.00378,  -0.1
-0.00379,  -0.3
-0.00379,  -0.0
-0.00378,  -0.7
-0.00379,   1.0
-0.00378,   0.1
-0.00378,  -0.2
-0.00378,   0.6
-0.00378,  -0.0
-0.00378,  -0.8
-0.00380,  -0.8
-0.00379,  -0.4
-0.00379,   0.0
-0.00378,   0.2
-0.00378,  -0.1
-0.00379,  -0.3
-0.00377,   0.3
-0.00379,   0.2
-0.00379,  -0.6
-0.00378,  -0.7
-0.00378,  -0.0
-0.00379,  -0.3
-0.00378,  -1.2
-0.00379,   0.2
-0.00381,  -0.9
-0.00379,  -0.2
-0.00379,  -0.9
-0.00381,  -0.9
-0.00379,  -0.9
-0.00379,  -0.1
-0.00378,  -1.2
-0.00379,  -1.0
-0.00380,   0.5
-0.00379,   0.2
-0.00378,  -0.6
-0.00381,   0.4
-0.00380,  -0.5
-0.00379,  -1.0
-0.00379,  -0.2
-0.00380,  -0.9
-0.00379,   0.0
-0.00381,  -0.0
-0.00379,   0.1
-0.00378,  -0.7
-0.00379,  -0.0
-0.00378,  -0.2
-0.00380,  -0.1
-0.00378,   0.7
-0.00381,  -0.0
-0.00379,  -0.4
-0.00379,  -0.9
-0.00379,  -1.0
-0.00379,   0.7
-0.00380,  -0.5
-0.00381,  -0.4
-0.00379,  -0.2
-0.00380,  -0.1
-0.00380,  -0.7
-0.00379,   0.4
-0.00380,   0.2
-0.00378,  -0.3
-0.00379,  -0.0
-0.00378,  -0.5
-0.00379,  -0.4
-0.00382,  -0.5
-0.00380,  -0.7
-0.00382,   0.2
-0.00379,   0.4
-0.00382,   0.4
-0.00380,  -0.6
-0.00380,   0.6
-0.00380,  -0.7
-0.00379,   0.1
