2/12/2016
3:31 PM
Sampling Frequency:,10Hz 
0.00001,   0.2
0.00001,   0.0
0.00000,   0.8
0.00002,   0.6
0.00001,   0.3
0.00002,   0.4
0.00003,  -1.2
0.00003,   0.1
0.00003,   0.2
0.00002,   2.4
0.00003,   1.0
0.00005,   1.9
0.00003,   2.3
0.00003,   2.4
0.00002,   2.0
0.00004,   2.0
0.00002,   2.5
0.00003,   2.1
0.00005,   2.5
0.00004,   3.7
0.00004,   2.6
0.00005,   3.5
0.00004,   2.9
0.00003,   2.3
0.00003,   2.3
0.00004,   3.0
0.00004,   3.9
0.00003,   4.6
0.00005,   4.6
0.00004,   4.5
0.00003,   3.9
0.00003,   4.0
0.00003,   4.1
0.00003,   4.4
0.00003,   4.1
0.00004,   3.7
0.00004,   4.0
0.00004,   3.4
0.00004,   3.5
0.00004,   4.2
0.00005,   4.9
0.00004,   5.4
0.00004,   5.6
0.00003,   5.2
0.00003,   5.7
0.00004,   4.6
0.00004,   4.8
0.00004,   4.9
0.00003,   5.7
0.00004,   5.3
0.00004,   4.9
0.00003,   5.5
0.00002,   5.3
0.00004,   5.1
0.00004,   5.2
0.00002,   4.9
0.00003,   5.3
0.00004,   5.0
0.00004,   6.2
0.00004,   5.1
0.00003,   5.0
0.00005,   5.7
0.00004,   4.8
0.00005,   4.9
0.00003,   5.3
0.00004,   5.9
0.00005,   5.1
0.00003,   6.0
0.00004,   5.7
0.00005,   5.9
0.00003,   5.3
0.00005,   6.1
0.00006,   5.0
0.00005,   5.3
0.00005,   5.9
0.00004,   5.1
0.00005,   6.5
0.00004,   5.3
0.00003,   6.3
0.00004,   5.8
0.00006,   5.5
0.00006,   5.1
0.00005,   5.5
0.00004,   6.6
0.00005,   5.5
0.00005,   4.5
0.00005,   4.9
0.00004,   5.7
0.00005,   5.7
0.00006,   5.7
0.00004,   5.5
0.00004,   6.5
0.00006,   4.5
0.00004,   5.5
0.00005,   5.3
0.00003,   3.4
0.00004,   4.7
0.00004,   4.1
0.00005,   4.1
0.00003,   4.1
0.00003,   3.9
0.00004,   4.7
0.00004,   4.6
0.00004,   5.0
0.00003,   4.0
0.00004,   4.4
0.00003,   3.2
0.00002,   4.1
0.00003,   4.1
0.00003,   4.3
0.00004,   4.0
0.00002,   4.5
0.00004,   4.3
0.00004,   5.0
0.00004,   5.1
0.00006,   5.7
0.00004,   3.9
0.00004,   4.6
0.00004,   5.7
0.00004,   4.7
0.00005,   4.7
0.00005,   5.3
0.00004,   4.4
0.00004,   5.0
0.00005,   5.1
0.00005,   4.4
0.00004,   4.9
0.00004,   4.4
0.00004,   3.9
0.00004,   4.5
0.00004,   4.3
0.00004,   4.2
0.00004,   4.0
0.00003,   4.9
0.00006,   4.3
0.00003,   4.1
0.00004,   6.1
0.00004,   5.3
0.00005,   5.2
0.00004,   4.9
0.00004,   3.7
0.00005,   4.8
0.00003,   4.6
0.00006,   4.1
0.00005,   4.5
0.00005,   4.6
0.00005,   4.2
0.00005,   3.9
0.00005,   4.4
0.00005,   5.2
0.00004,   5.8
0.00004,   5.1
0.00006,   3.9
0.00004,   4.5
0.00004,   5.0
0.00004,   4.2
0.00004,   4.3
0.00005,   4.2
0.00003,   4.2
0.00006,   4.2
0.00007,   4.1
0.00005,   3.8
0.00004,   4.9
0.00005,   3.3
0.00006,   4.8
0.00005,   5.2
0.00005,   3.7
0.00005,   4.6
0.00006,   5.6
0.00005,   6.0
0.00006,   5.0
0.00005,   5.5
0.00006,   5.9
0.00005,   5.2
0.00005,   5.8
0.00006,   5.1
0.00005,   5.4
0.00006,   5.7
0.00005,   5.4
0.00007,   6.0
0.00006,   5.0
0.00005,   5.8
0.00006,   5.0
0.00005,   4.9
0.00007,   5.2
0.00005,   6.1
0.00007,   5.2
0.00004,   5.7
0.00005,   5.7
0.00004,   5.8
0.00006,   5.8
0.00005,   5.8
0.00006,   5.6
0.00006,   5.7
0.00006,   5.0
0.00006,   5.7
0.00005,   6.7
0.00004,   4.8
0.00004,   5.1
0.00005,   5.4
0.00006,   6.2
0.00003,   6.5
0.00005,   5.6
0.00004,   6.2
0.00006,   6.3
0.00005,   6.6
0.00004,   6.7
0.00006,   5.9
0.00005,   6.0
0.00006,   6.1
0.00005,   5.5
0.00006,   5.3
0.00006,   6.0
0.00006,   5.4
0.00005,   6.1
0.00004,   5.7
0.00005,   5.9
0.00005,   5.5
0.00005,   6.0
0.00007,   5.8
0.00004,   5.8
0.00004,   6.2
0.00006,   5.1
0.00004,   5.5
0.00005,   5.7
0.00005,   5.0
0.00005,   5.0
0.00005,   6.1
0.00006,   5.8
0.00005,   6.3
0.00004,   4.8
0.00006,   5.4
0.00006,   5.9
0.00005,   4.7
0.00006,   4.9
0.00007,   5.3
0.00006,   4.7
0.00006,   4.9
0.00006,   5.9
0.00005,   5.7
0.00007,   5.6
0.00006,   6.1
0.00006,   5.0
0.00006,   5.6
0.00007,   5.2
0.00005,   4.5
0.00004,   5.8
0.00006,   5.7
0.00006,   5.1
0.00006,   5.7
0.00005,   6.1
0.00005, -11.6
0.00005,   6.3
0.00008,   5.6
0.00007,   5.8
0.00006,   5.2
0.00005,   5.5
0.00005,   4.7
0.00005,   4.5
0.00006,   4.8
0.00006,   5.8
0.00005,   6.0
0.00005,   4.8
0.00005,   4.9
0.00006,   5.0
0.00005,   5.6
0.00006,   4.5
0.00006,   5.8
0.00006,   5.7
0.00005,   5.0
0.00006,   4.3
0.00006,   4.9
0.00005,   5.4
0.00005,   5.0
0.00006,   5.0
0.00005,   5.5
0.00005,   4.6
0.00006,   5.8
0.00006,   5.3
0.00007,   6.0
0.00007,   5.6
0.00005,   5.9
0.00006,   5.7
0.00004,   5.2
0.00005,   4.7
0.00006,   5.1
0.00005,   5.5
0.00006,   5.0
0.00005,   6.0
0.00006,   4.6
0.00005,   5.1
0.00006,   5.5
0.00006,   5.9
0.00006,   5.7
0.00006,   4.6
0.00006,   5.2
0.00006,   5.2
0.00007,   5.4
0.00004,   5.0
0.00006,   5.5
0.00006,   5.8
0.00005,   5.3
0.00006,   5.2
0.00007,   5.3
0.00006,   4.7
0.00008,   5.6
0.00007,   5.4
0.00005,   4.7
0.00006,   5.7
0.00007,   4.5
0.00007,   5.8
0.00007,   4.9
0.00006,   4.7
0.00006,   4.7
0.00005,   4.7
0.00004,   4.1
0.00005,   4.5
0.00005,   6.3
0.00005,   5.0
0.00006,   4.7
0.00005,   5.1
0.00006,   6.4
0.00006,   5.5
0.00007,   5.0
0.00005,   6.1
0.00006,   5.8
0.00006,   4.3
0.00006,   4.4
0.00007,   4.5
-0.00035,   5.9
-0.00140,   4.6
-0.00204,   4.2
-0.00216,   3.4
-0.00197,   4.1
-0.00227,   4.1
-0.00200,   4.7
-0.00199,   4.0
-0.00264,   5.0
-0.00364,   4.2
-0.00397,   3.8
-0.00700,   4.5
-0.01964,   4.6
-0.01308,   4.1
0.01618,   3.3
0.02264,   3.8
0.00725,   4.3
-0.00192,   4.2
-0.00677,   5.3
-0.05129,   3.7
-0.12615,   4.4
-0.09841,   5.6
-0.11003,   4.4
-0.08480,   4.4
0.01613,   4.7
0.08154,   4.1
0.11196,   4.9
0.13054,   3.9
0.13596,   4.6
0.12716,   3.2
0.10613,   4.0
0.09855,   4.5
0.08428,   4.8
0.02906,   4.6
-0.08089,   4.1
-0.07794,   5.0
-0.06943,   4.2
-0.03594,   4.3
-0.05084,   5.2
-0.22701,   4.5
-0.25234,   4.6
-0.27029,   4.8
-0.29349,   5.3
-0.20151,   5.1
-0.15749,   4.2
-0.16452,   4.7
-0.16349,   3.9
-0.16918,   4.7
-0.16973,   4.7
-0.16768,   5.0
-0.16282,   4.7
-0.16383,   5.6
-0.16677,   5.1
-0.16951,   4.3
-0.17034,   4.6
-0.16570,   4.6
-0.16611,   4.8
-0.16610,   4.5
-0.16611,   4.0
-0.16610,   5.1
-0.16609,   4.4
-0.16610,   4.8
-0.16611,   5.2
-0.16610,   4.8
-0.16611,   5.3
-0.16611,   4.6
-0.16611,   4.0
-0.16611,   4.2
-0.16611,   4.2
-0.16610,   5.0
-0.16610,   6.5
-0.16610,   6.5
-0.16609,   7.5
-0.16609,   8.0
-0.16609,   8.9
-0.16611,  10.3
-0.16609,   5.1
-0.16611,   4.8
-0.16611,   3.7
-0.16610,   3.5
-0.16611,   4.7
-0.16610,   5.6
-0.16610,   6.3
-0.16609,   6.0
-0.16608,   5.9
-0.16610,   7.0
-0.16609,   7.1
-0.16610,   6.8
-0.16609,   6.8
-0.16611,   5.5
-0.16610,   6.0
-0.16610,   6.0
-0.16608,   5.7
-0.16610,   5.1
-0.16609,   5.5
-0.16610,   5.3
-0.16610,   4.8
-0.16610,   4.8
-0.16611,   3.4
-0.16610,   4.2
-0.16611,   4.1
-0.16609,   3.8
-0.16608,   5.0
-0.16609,   5.3
-0.16607,   5.2
-0.16610,   5.5
-0.16609,   6.1
-0.16610,   5.7
-0.16610,   5.6
-0.16609,   5.9
-0.16608,   6.5
-0.16607,   4.8
-0.16609,   5.7
-0.16609,   6.6
-0.16609,   6.8
-0.16609,   5.5
-0.16610,   7.0
-0.16609,   7.3
-0.16609,   6.5
-0.16610,   6.9
-0.16609,   6.7
-0.16609,   7.1
-0.16609,   7.1
-0.16608,   8.3
-0.16610,   8.2
-0.16608,   8.5
-0.16610,   7.5
-0.16609,   7.9
-0.16609,   6.6
-0.16610,   6.6
-0.16608,   7.6
-0.16609,   6.9
-0.16607,   7.4
-0.16608,   6.7
-0.16609,   6.3
-0.16609,   6.9
-0.16609,   6.4
-0.16608,   6.3
-0.16608,   6.5
-0.16607,   6.4
-0.16608,   5.4
-0.16607,   5.6
-0.16608,   5.8
-0.16608,   5.0
-0.16608,   5.7
-0.16608,   4.5
-0.16608,   3.6
-0.16610,   2.9
-0.16609,   2.0
-0.16608,   1.6
-0.16608,   1.5
-0.16610,   0.7
-0.16608,  -0.4
-0.16609,  -0.2
-0.16610,  -0.5
-0.16609,  -1.6
-0.16607,  -2.1
-0.16609,  -0.6
-0.16609,   0.2
-0.16608,  -0.4
-0.16607,  -0.6
-0.16609,  -1.0
-0.16609,  -0.7
-0.16608,  -0.2
-0.16608,  -0.6
-0.16609,   0.3
-0.16609,   0.7
-0.16608,  -0.7
-0.16609,  -0.5
-0.16608,  -0.5
-0.16610,  -0.9
-0.16609,  -0.1
-0.16610,  -0.8
-0.16608,  -0.2
-0.16609,   0.7
-0.16607,   0.2
-0.16606,   0.3
-0.16607,  -1.0
-0.16610,  -0.2
-0.16608,  -0.1
-0.16608,  -0.9
-0.16610,   0.3
-0.16608,   0.1
-0.16608,  -0.8
-0.16608,  -0.4
-0.16609,   0.4
-0.16607,   0.0
-0.16609,  -0.4
-0.16608,  -0.4
-0.16608,  -0.6
-0.16608,  -0.5
-0.16609,  -0.1
-0.16608,   0.8
-0.16608,  -0.2
-0.16608,   0.6
-0.16608,   0.2
-0.16608,   1.3
-0.16610,   0.3
-0.16607,   0.1
-0.16608,   1.0
-0.16610,   0.4
-0.16608,  -0.2
-0.16608,   0.5
-0.16609,   0.3
-0.16608,  -0.4
-0.16608,   0.8
-0.16610,   0.3
-0.16609,  -0.1
-0.16608,  -0.5
-0.16609,   0.0
-0.16609,   0.1
-0.16607,   0.7
-0.16609,   0.6
-0.16609,   0.1
-0.16609,  -0.2
-0.16609,   0.1
-0.16608,  -0.3
-0.16608,   0.6
-0.16608,  -0.1
-0.16608,  -0.4
-0.16607,   0.3
-0.16608,  -0.5
-0.16610,   0.3
-0.16610,  -0.3
-0.16608,   0.1
-0.16608,  -1.2
-0.16608,  -0.3
-0.16609,  -0.2
-0.16609,  -0.5
-0.16608,  -0.9
-0.16609,  -0.0
-0.16609,   0.3
-0.16607,  -0.0
-0.16607,   0.3
-0.16607,  -0.6
-0.16607,   1.1
-0.16607,  -0.5
-0.16608,  -0.0
-0.16608,   0.2
-0.16610,  -0.1
-0.16609,  -0.2
-0.16608,   0.3
-0.16609,  -0.1
-0.16607,  -0.7
-0.16608,  -0.4
-0.16608,  -0.4
-0.16609,   0.1
-0.16608,  -0.9
-0.16607,  -0.2
-0.16607,  -0.2
-0.16608,  -0.3
-0.16608,  -0.0
-0.16609,  -0.3
-0.16609,  -0.4
-0.16608,  -0.6
-0.16608,  -0.6
-0.16609,  -0.3
-0.16608,  -0.8
-0.16608,  -0.1
-0.16609,  -0.6
-0.16609,  -0.5
-0.16608,  -1.3
-0.16608,  -0.2
-0.16608,  -0.7
-0.16609,  -0.8
-0.16608,  -0.5
-0.16607,  -0.4
-0.16608,  -0.8
-0.16609,  -0.0
-0.16607,   0.1
-0.16608,   0.1
-0.16608,   0.4
-0.16607,   0.4
-0.16609,   0.2
-0.16607,   0.5
-0.16607,  -0.2
-0.16608,  -0.6
-0.16609,  -0.2
-0.16607,   0.6
-0.16608,   0.6
-0.16606,   0.2
-0.16608,   0.5
-0.16608,  -0.2
-0.16607,  -0.1
-0.16608,   1.2
-0.16606,   0.2
-0.16610,  -0.0
-0.16609,   0.2
-0.16608,   1.0
-0.16607,   0.1
-0.16608,  -1.0
-0.16608,   1.6
-0.16607,   0.2
-0.16607,   0.7
-0.16607,   0.8
-0.16606,   0.6
-0.16607,   0.5
-0.16607,   0.1
-0.16607,   0.0
-0.16607,   0.3
-0.16607,  -0.2
-0.16610,   0.2
-0.16608,   0.8
-0.16607,   0.0
-0.16607,   1.0
-0.16607,   0.9
-0.16607,  -0.2
-0.16608,   1.3
-0.16607,  -0.3
-0.16608,  -0.0
-0.16608,   0.1
-0.16609,  -0.2
-0.16607,   0.6
-0.16608,   0.7
-0.16607,   0.0
-0.16608,   0.4
-0.16608,   0.4
-0.16608,   0.0
-0.16607,   0.3
-0.16608,   1.0
-0.16608,  -0.2
-0.16609,   0.5
-0.16607,   0.1
-0.16608,  -0.5
-0.16607,   0.1
-0.16609,   0.3
-0.16607,  -0.1
-0.16608,   0.0
-0.16610,   1.2
-0.16608,   2.5
-0.16607,   3.4
-0.16609,   3.3
-0.16608,   3.7
-0.16608,   3.8
-0.16608,   3.1
-0.16607,   3.5
-0.16607,   5.3
-0.16607,   6.2
-0.16608,   6.2
-0.16607,   5.5
-0.16609,   6.8
-0.16608,   6.3
-0.16608,   6.5
-0.16609,   5.5
-0.16608,   5.6
-0.16608,   5.8
-0.16610,   6.0
-0.16609,   5.9
-0.16608,   5.4
-0.16608,   5.1
-0.16609,   5.4
-0.16608,   6.2
-0.16609,   5.6
-0.16607,   5.3
-0.16608,   5.1
-0.16609,   6.2
-0.16608,   5.2
-0.16607,   6.3
-0.16607,   6.6
-0.16607,   6.5
-0.16608,   7.0
-0.16608,   6.1
-0.16606,   6.3
-0.16608,   5.7
-0.16606,   4.9
-0.16607,   5.7
-0.16606,   5.0
-0.16609,   5.2
-0.16608,   4.9
-0.16608,   5.2
-0.16608,   5.4
-0.16608,   5.1
-0.16608,   4.7
-0.16608,   5.6
-0.16607,   5.2
-0.16608,   4.8
-0.16606,   5.4
-0.16606,   5.9
-0.16607,   4.6
-0.16607,   5.6
-0.16606,   5.0
-0.16609,   4.9
-0.16608,   5.0
-0.16608,   4.7
-0.16607,   4.4
-0.16608,   4.2
-0.16608,   4.6
-0.16607,   4.8
-0.16608,   3.9
-0.16607,   4.2
-0.16606,   4.5
-0.16610,   4.0
-0.16609,   3.4
-0.16607,   3.9
-0.16609,   4.8
-0.16608,   4.7
-0.16608,   4.2
-0.16609,   3.9
-0.16607,   3.7
-0.16609,   4.0
-0.16609,   4.8
-0.16607,   3.2
-0.16609,   4.2
-0.16608,   4.7
-0.16609,   3.3
-0.16607,   3.9
-0.16608,   3.0
-0.16607,   2.4
-0.16608,   4.3
-0.16607,   3.9
-0.16610,   2.6
-0.16608,   2.9
-0.16608,   3.0
-0.16608,   3.6
-0.16607,   2.1
-0.16607,   2.8
-0.16606,   4.1
-0.16608,   3.3
-0.16607,   2.9
-0.16609,   3.4
-0.16608,   2.9
-0.16607,   1.8
-0.16608,   3.6
-0.16606,   2.8
-0.16608,   3.0
-0.16608,   1.9
-0.16608,   2.2
-0.16608,   3.9
-0.16609,   2.8
-0.16607,   2.1
-0.16607,   3.3
-0.16608,   2.7
-0.16608,   3.9
-0.16608,   3.7
-0.16608,   2.6
-0.16608,   3.6
-0.16607,   3.0
-0.16607,   3.5
-0.16607,   3.4
-0.16606,   2.7
-0.16607,   2.0
-0.16607,   2.1
-0.16608,   2.3
-0.16609,   2.7
-0.16608,   2.7
-0.16608,   2.8
-0.16608,   2.3
-0.16609,   1.1
-0.16608,   2.3
-0.16608,   1.8
-0.16609,   1.6
-0.16607,   1.3
-0.16609,   1.2
-0.16608,   0.6
-0.16608,   1.4
-0.16608,   1.7
-0.16605,   2.3
-0.16607,   1.5
-0.16609,   2.1
-0.16607,   2.8
-0.16607,   1.4
-0.16608,   1.1
-0.16609,   1.8
-0.16607,   1.0
-0.16606,   0.8
-0.16608,   1.9
-0.16606,   2.2
-0.16609,   3.2
-0.16607,   2.9
-0.16608,   2.5
-0.16608,   2.1
-0.16609,   1.6
-0.16609,   2.2
-0.16606,   2.2
-0.16607,   2.1
-0.16608,   1.7
-0.16609,   2.6
-0.16609,   2.7
-0.16608,   1.9
-0.16606,   2.1
-0.16608,   3.2
-0.16608,   1.8
-0.16609,   2.7
-0.16609,   1.9
-0.16610,   1.7
-0.16608,   1.3
-0.16608,   2.2
-0.16608,   1.9
-0.16608,   2.0
-0.16607,   2.2
-0.16608,   2.4
-0.16610,   1.2
-0.16610,   1.8
-0.16610,   2.8
-0.16609,   2.0
-0.16608,   1.0
-0.16608,   1.3
-0.16607,   1.0
-0.16608,   0.7
-0.16607,   1.4
-0.16608,   0.1
-0.16607,   0.1
-0.16607,   0.7
-0.16607,   0.1
-0.16606,  -0.0
-0.16606,   0.1
-0.16607,  -0.1
-0.16607,  -0.1
-0.16608,  -0.2
-0.16609,   0.5
-0.16606,  -0.2
-0.16608,   0.2
-0.16608,   0.2
-0.16607,   0.1
-0.16608,  -0.2
-0.16608,   0.0
-0.16609,   0.8
-0.16606,   0.0
-0.16607,  -0.2
-0.16606,   0.4
-0.16604,   0.2
-0.16603,   0.2
-0.16604,  -0.7
-0.16604,  -0.1
-0.16604,   0.3
-0.16605,  -0.6
-0.16604,  -0.1
-0.16605,  -0.3
-0.16604,  -0.6
-0.16604,  -0.3
-0.16602,  -0.3
-0.16604,   0.4
-0.16603,  -0.3
-0.16604,  -0.1
-0.16601,  -0.3
-0.16602,   0.0
-0.16604,  -0.2
-0.16604,   0.9
-0.16604,  -0.6
-0.16604,   0.4
-0.16605,   0.4
-0.16605,  -0.5
-0.16604,   0.3
-0.16604,  -0.7
-0.16604,   0.0
-0.16605,   0.2
-0.16604,   0.3
-0.16604,  -0.6
-0.16605,  -0.5
-0.16604,   0.4
-0.16604,   0.9
-0.16596,  -0.1
-0.16594,  -0.5
-0.16594,  -0.1
-0.16596,  -0.5
-0.16595,   0.3
-0.16595,  -0.2
-0.16596,   0.1
-0.16594,  -0.0
-0.16594,  -0.6
-0.16595,  -0.0
-0.16596,   1.0
-0.16594,   0.5
-0.16595,   0.3
-0.16594,  -0.1
-0.16596,   0.8
-0.16596,   0.2
-0.16596,  -0.2
-0.16595,  -0.2
-0.16596,   0.4
-0.16597,  -0.2
-0.16596,  -0.1
-0.16595,   0.0
-0.16596,   0.1
-0.16596,  -1.1
-0.16596,   0.0
-0.16596,   0.3
-0.16594,   0.6
-0.16595,   0.0
-0.16595,  -0.2
-0.16596,   0.5
-0.16595,  -0.3
-0.16596,  -0.8
-0.16596,   0.9
-0.16594,   0.0
-0.16594,  -0.1
-0.16594,   0.3
-0.16593,   0.1
-0.16594,   0.1
-0.16593,  -0.0
-0.16594,   0.0
-0.16595,   0.5
-0.16597,   0.4
-0.16595,  -0.2
-0.16593,  -0.0
-0.16594,  -0.2
-0.16595,  -0.7
-0.16594,  -0.1
-0.16594,   1.0
-0.16594,  -0.2
-0.16594,   0.4
-0.16596,   0.9
-0.16595,   0.5
-0.16596,   0.4
-0.16595,   0.4
-0.16595,   1.6
-0.16595,   0.6
-0.16594,  -0.1
-0.16595,   0.2
-0.16595,   0.6
-0.16594,  -0.6
-0.16596,   1.2
-0.16595,   1.6
-0.16594,  -0.1
-0.16594,  -0.4
-0.16594,   0.5
-0.16596,   0.6
-0.16594,  -1.2
-0.16594,   0.3
-0.16594,   0.8
-0.16595,  -0.5
-0.16594,  -0.4
-0.16594,   0.2
-0.16594,  -0.7
-0.16593,   1.4
-0.16593,  -0.2
-0.16593,   0.9
-0.16595,   0.3
-0.16595,   0.2
-0.16596,   0.0
-0.16595,   0.4
-0.16594,   0.6
-0.16595,   0.0
-0.16593,   0.3
-0.16595,   0.4
-0.16596,   0.4
-0.16595,   0.4
-0.16597,   0.9
-0.16596,  -0.0
-0.16596,   0.3
-0.16598,   0.2
-0.16596,  -0.1
-0.16596,   0.4
-0.16596,   0.4
-0.16595,   0.6
-0.16594,  -0.3
-0.16594,   0.4
-0.16595,   0.6
-0.16594,   0.6
-0.16595,   0.2
-0.16596,   0.4
-0.16594,   1.5
-0.16596,   0.3
-0.16595,   0.3
-0.16595,   0.1
-0.16595,   1.1
-0.16596,  -0.1
-0.16595,   1.2
-0.16594,   1.1
-0.16595,  -0.4
-0.16595,   0.0
-0.16595,   0.2
-0.16594,   0.9
-0.16595,   0.0
-0.16597,   0.1
-0.16596,   0.9
-0.16596,   0.3
-0.16595,  -0.2
-0.16595,   0.2
-0.16595,   0.5
-0.16596,   0.3
-0.16595,  -0.2
-0.16594,   0.5
-0.16594,  -0.2
-0.16595,   0.1
-0.16597,  -0.6
-0.16595,   0.2
-0.16595,  -1.0
-0.16594,   0.0
-0.16594,  -0.0
-0.16596,  -0.1
-0.16594,  -0.4
-0.16594,   0.8
-0.16597,   0.9
-0.16595,  -0.1
-0.16596,  -1.8
-0.16596,   0.6
-0.16595,   1.1
-0.16596,  -0.1
-0.16595,  -0.1
-0.16597,  -0.3
-0.16596,  -0.3
-0.16597,  -0.2
-0.16596,  -0.1
-0.16595,   0.1
-0.16596,  -0.3
-0.16594,  -0.6
-0.16594,  -0.7
-0.16596,  -0.5
-0.16595,   0.2
-0.16596,  -0.2
-0.16595,  -0.8
-0.16596,  -0.7
-0.16596,  -0.9
-0.16596,  -0.4
-0.16596,   0.2
-0.16597,  -0.2
-0.16596,  -0.7
-0.16596,  -0.2
-0.16595,   0.6
-0.16596,   0.0
-0.16595,   0.2
-0.16597,  -0.2
-0.16594,   0.5
-0.16596,  -0.1
-0.16595,   0.1
-0.16595,  -0.2
-0.16595,   0.4
-0.16595,   0.5
-0.16596,  -0.0
-0.16597,   0.4
-0.16596,   0.1
-0.16595,  -0.6
-0.16596,  -1.1
-0.16594,   0.3
-0.16596,  -0.9
-0.16594,  -0.1
-0.16597,  -0.6
-0.16597,   0.4
-0.16595,   1.3
-0.16597,  -0.2
-0.16594,  -0.7
-0.16595,  -0.2
-0.16595,  -0.7
-0.16595,   0.6
-0.16595,  -0.7
-0.16595,   0.6
-0.16595,   0.4
-0.16595,   0.6
-0.16594,   0.5
-0.16596,   0.3
-0.16595,  -0.5
-0.16595,  -1.0
-0.16595,   0.7
-0.16598,   0.4
-0.16585,  -0.8
-0.16572,   1.0
-0.16568,   0.1
-0.16567,   0.9
-0.16564,   0.6
-0.16562,   1.1
-0.16555,   1.7
-0.16555,   1.0
-0.16555,  -0.2
-0.16560,   0.5
-0.16560,   1.3
-0.16560,   0.3
-0.16558,   0.2
-0.16559,   1.4
-0.16558,   1.4
-0.16559,   1.2
-0.16560,   0.4
-0.16562,   0.7
-0.16559,   0.9
-0.16559,   0.4
-0.16560,  -0.0
-0.16561,   0.3
-0.16561,   1.6
-0.16561,   1.0
-0.16561,   1.1
-0.16560,   1.3
-0.16558,   0.9
-0.16561,   2.5
-0.16561,   1.0
-0.16560,   0.7
-0.16561,   0.9
-0.16559,   1.1
-0.16561,   0.7
-0.16561,   0.4
-0.16560,   0.2
-0.16561,   0.4
-0.16562,  -0.3
-0.16561,   0.2
-0.16561,   0.6
-0.16560,  -0.1
-0.16560,   1.4
-0.16559,   0.7
-0.16560,   0.7
-0.16561,   1.2
-0.16560,   1.3
-0.16560,   1.9
-0.16559,   2.2
-0.16560,   0.2
-0.16560,   1.3
-0.16561,   1.2
-0.16561,   1.0
-0.16560,   0.9
-0.16560,   2.4
-0.16559,   2.2
-0.16560,   2.3
-0.16561,   1.9
-0.16560,   2.6
-0.16560,   2.5
-0.16560,   1.6
-0.16562,   1.9
-0.16561,   1.6
-0.16561,   0.2
-0.16561,   1.1
-0.16562,   2.0
-0.16561,   2.2
-0.16561,   1.3
-0.16561,   0.8
-0.16562,   1.0
-0.16561,   1.2
-0.16564,   2.0
-0.16562,   0.9
-0.16562,   1.3
-0.16562,   1.7
-0.16562,   1.1
-0.16561,   0.5
-0.16562,   1.1
-0.16561,   1.4
-0.16561,   0.5
-0.16560,   0.9
-0.16561,   1.0
-0.16561,   1.2
-0.16562,   1.4
-0.16560,   1.2
-0.16561,   1.3
-0.16560,   1.1
-0.16560,   1.3
-0.16562,   1.0
-0.16560,   0.9
-0.16561,   1.0
-0.16559,   2.0
-0.16562,   1.4
-0.16561,   2.1
-0.16561,  -0.5
-0.16559,   0.5
-0.16560,   1.1
-0.16561,   2.2
-0.16561,   0.5
-0.16560,   1.2
-0.16559,   1.6
-0.16560,   0.7
-0.16561,   0.6
-0.16560,   1.9
-0.16560,   1.2
