2/12/2016
3:30 PM
Sampling Frequency:,10Hz 
-0.00001,   1.9
0.00001,   1.3
-0.00000,   2.3
0.00002,   1.6
0.00002,   3.9
0.00001,   1.8
0.00002,   2.4
0.00001,   3.0
0.00002,   2.6
0.00000,   2.0
0.00002,   2.4
0.00001,   3.1
0.00001,   1.7
0.00001,   2.6
0.00001,   1.9
0.00001,   1.6
-0.00000,   1.1
0.00001,   1.3
0.00002,   1.5
0.00001,   1.4
0.00001,   2.4
0.00001,   2.1
0.00001,   2.0
0.00001,   2.2
0.00002,   3.5
0.00001,   2.7
0.00002,   3.0
-0.00000,   2.8
0.00001,   2.6
0.00001,   2.7
0.00003,   1.4
0.00001,   2.4
0.00001,   1.4
0.00001,   1.9
0.00001,   1.9
0.00002,   1.5
0.00003,   3.0
0.00001,   0.1
0.00002,   2.0
0.00001,   1.7
0.00003,   1.5
0.00001,   1.2
0.00002,   1.7
0.00002,   1.2
-0.00000,   1.1
0.00002,   0.1
0.00003,   1.9
0.00002,   1.0
0.00003,   1.3
0.00001,   1.9
0.00002,   2.5
0.00000,   0.5
0.00001,   1.7
0.00000,   1.8
0.00001,   1.7
0.00001,   0.5
0.00001,   1.1
0.00001,   1.9
0.00001,   1.8
0.00002,   1.4
0.00002,   2.0
-0.00001,   1.5
0.00002,   1.4
0.00002,   1.3
0.00002,   3.1
0.00001,   2.1
0.00000,   2.3
0.00001,   1.9
0.00000,   2.1
0.00002,   1.4
0.00000,   1.3
0.00001,   2.0
0.00001,   2.0
0.00001,   1.8
0.00001,   1.4
0.00002,   2.0
0.00002,   1.2
0.00000,   1.9
0.00000,   2.2
0.00002,   1.7
0.00002,   1.3
0.00001,   2.6
0.00003,   1.5
0.00000,   2.3
0.00001,   1.4
0.00000,   2.2
0.00001,   2.3
0.00002,   2.0
0.00002,   2.0
0.00001,   1.9
0.00001,   1.8
0.00003,   2.2
0.00000,   1.7
0.00002,   1.9
0.00002,   1.7
0.00002,   1.3
0.00002,   1.8
0.00002,   1.7
0.00001,   1.6
0.00002,   1.7
0.00003,   1.3
0.00002,   2.3
0.00002,   1.6
0.00003,   0.8
0.00003,   1.0
0.00002,   1.6
0.00001,   1.8
0.00001,   2.0
0.00003,   1.0
0.00002,   1.9
0.00002,   2.1
0.00001,   2.0
0.00002,   1.6
0.00001,   2.4
0.00001,   1.3
0.00002,   2.4
0.00002,   1.7
0.00003,   1.9
0.00002,   2.8
0.00003,   1.1
0.00003,   2.0
0.00001,   1.5
0.00001,   2.8
0.00002,   2.6
0.00003,   2.6
0.00002,   2.2
0.00004,   2.4
0.00003,   2.4
0.00002,   2.6
0.00002,   2.8
-0.00001,   1.2
0.00001,   1.5
0.00001,   2.6
0.00000,   1.1
0.00002,   2.1
0.00001,   1.1
0.00001,   2.0
0.00001,   0.7
0.00001,   1.6
0.00002,   1.8
0.00004,   1.7
0.00003,   1.5
0.00002,   1.4
0.00002,   1.4
0.00001,   0.5
0.00000,   0.7
0.00001,   1.2
0.00002,   2.2
0.00003,   1.8
0.00003,   1.3
0.00003,   1.4
0.00001,   1.2
0.00002,   1.0
0.00002,   1.1
0.00002,   1.9
0.00001,   1.4
0.00002,   1.8
0.00002,   1.5
0.00001,   2.0
0.00001,   0.8
0.00001,   0.7
0.00001,   2.0
0.00001,   0.6
0.00000,   1.8
0.00002,   1.4
0.00002,   0.9
0.00002,   1.3
0.00003,   1.9
-0.00001,   1.5
0.00001,   0.8
0.00001,   2.5
0.00001,   1.4
0.00003,   0.9
0.00001,   1.4
0.00001,   1.3
0.00002,   1.9
0.00001,   1.5
0.00001,   1.3
0.00002,   1.3
-0.00000,   1.1
0.00001,   2.2
-0.00000,   2.5
0.00002,   1.4
0.00002,   1.4
0.00002,   1.4
0.00004,   1.6
0.00001,   1.4
0.00002,   1.6
0.00001,   1.2
0.00001,   1.8
0.00002,   2.2
0.00002,   1.8
0.00001,   1.5
0.00001,   1.9
0.00002,   1.8
0.00003,   2.0
0.00001,   1.8
0.00001,   2.0
0.00000,   2.4
0.00002,   1.3
0.00002,   2.4
0.00001,   0.8
0.00003,   1.2
0.00001,   1.8
0.00002,   2.2
0.00001,   1.1
0.00001,   2.0
0.00002,   1.9
0.00003,   1.5
-0.00000,   2.8
0.00003,   1.3
0.00002,   1.0
0.00004,   0.7
0.00003,   1.2
0.00001,   0.7
0.00002,   1.2
0.00001,   1.2
0.00001,   2.2
0.00002,   1.1
0.00003,   0.5
0.00004,   0.9
0.00003,   1.2
0.00001,   2.3
0.00001,  -0.1
0.00002,   0.7
0.00001,   0.6
0.00002,   1.2
0.00002,   0.7
0.00001,   2.1
0.00002,   0.6
0.00002,   0.6
0.00002,   0.6
0.00002,   1.8
0.00001,   0.9
-0.00000,   0.5
0.00002,   1.7
0.00000,   0.7
0.00001,   0.8
0.00000,   0.3
-0.00001,   1.0
-0.00022,   1.4
-0.00055,   1.7
-0.00003,   2.2
-0.00681,   1.6
-0.01921,   1.5
0.01552,   1.6
0.14683,   0.5
0.15363,   1.4
0.11309,   1.2
0.11882,   1.0
0.12505,   1.6
0.13417,   0.2
0.13200,  -0.6
0.13058,   1.3
0.12991,   0.5
0.13077,   1.2
0.13022,  -0.4
0.12961,   0.7
0.12902,   0.8
0.12943,   0.7
0.12964,   0.2
0.12979,  -0.5
0.12968,  -3.1
0.12951,  -2.7
0.12937,  -2.7
0.12930,  -6.1
0.12919,  -5.8
0.12961,  -5.9
0.13024,  -4.4
0.13063,  -1.6
0.13079,  -6.1
0.13086,  -4.2
0.13057,  -2.2
0.12996,  -2.1
0.13045,  -5.9
0.13038,  -4.4
0.13026,  -2.1
0.13052,  -4.5
0.13100,  -4.8
0.13083,  -3.3
0.13059,  -3.2
0.13092,  -4.2
0.13133,  -2.3
0.13140,   0.1
0.13140,  -0.5
0.13208,  -0.1
0.13302,   0.3
0.13385,  -0.5
0.13349,  -1.8
0.13011,  -0.3
0.12536,  -0.4
0.12417,  -1.7
0.11144,  -0.7
0.10070,  -1.1
0.10781,  -1.4
0.10305,  -1.4
0.11716,  -0.7
0.12525,  -0.3
0.11602,  -0.2
0.10483,  -1.0
0.11091,  -0.8
0.11236,  -0.9
0.11326,  -1.7
0.12588,  -1.1
0.12825,  -1.9
0.12362,  -1.5
0.10940,  -1.5
0.09382,  -1.2
0.09486,  -1.1
0.09712,  -1.9
0.09111,  -1.7
0.05056,  -1.5
0.04647,  -1.3
0.05179,  -1.0
0.06139,  -0.7
0.06616,  -1.0
0.07003,  -2.5
0.06853,  -1.5
0.06628,  -1.8
0.06635,  -1.6
0.06637,  -1.7
0.06639,  -1.2
0.06638,  -1.6
0.06640,  -1.2
0.06640,  -2.1
0.06639,  -2.5
0.06639,  -2.6
0.06639,  -3.0
0.06639,  -5.2
0.06640,  -3.4
0.06639,  -5.4
0.06638,  -6.0
0.06639,  -3.2
0.06639,  -6.6
0.06639,  -3.4
0.06638,  -5.9
0.06639,  -3.5
0.06640,  -2.7
0.06640,  -4.4
0.06639,  -3.3
0.06640,  -4.2
0.06641,  -4.2
0.06641,  -4.8
0.06640,  -4.6
0.06641,  -3.3
0.06639,  -4.4
0.06638,  -5.2
0.06638,  -6.1
0.06638,  -5.8
0.06638,  -6.1
0.06639,  -6.0
0.06638,  -6.2
0.06639,  -5.7
0.06641,  -4.6
0.06641,  -5.5
0.06639,  -5.6
0.06639,  -6.2
0.06639,  -5.3
0.06640,  -5.3
0.06639,  -5.2
0.06639,  -5.9
0.06638,  -5.3
0.06639,  -6.4
0.06639,  -6.4
0.06639,  -6.2
0.06637,  -6.3
0.06639,  -5.0
0.06639,  -4.7
0.06641,  -4.8
0.06639,  -4.9
0.06639,  -6.4
0.06639,  -6.2
0.06639,  -5.6
0.06640,  -5.4
0.06639,  -5.5
0.06638,  -4.7
0.06639,  -4.7
0.06637,  -5.1
0.06640,  -4.8
0.06640,  -5.3
0.06639,  -4.8
0.06639,  -4.5
0.06640,  -4.5
0.06638,  -5.1
0.06641,  -4.8
0.06639,  -4.9
0.06640,  -4.5
0.06640,  -5.3
0.06640,  -6.4
0.06638,  -7.4
0.06641,  -8.4
0.06641,  -4.0
0.06639,  -3.9
0.06639,  -3.1
0.06641,  -6.1
0.06643,  -8.4
0.06645,  -7.8
0.06644,  -8.8
0.06643,  -8.6
0.06643,  -9.4
0.06643,  -7.7
0.06643,  -6.6
0.06641,  -6.0
0.06641,  -2.9
0.06643,  -3.5
0.06644,  -3.3
0.06643,  -5.7
0.06642,  -5.2
0.06643,  -4.4
0.06641,  -5.7
0.06641,  -4.1
0.06642,  -3.9
0.06643,  -3.0
0.06643,  -2.8
0.06643,  -2.6
0.06640,  -1.2
0.06642,  -1.6
0.06642,  -0.9
0.06641,  -2.7
0.06641,  -4.9
0.06642,  -5.8
0.06642,  -4.9
0.06645,  -4.5
0.06644,  -4.6
0.06643,  -5.3
0.06643,  -5.6
0.06643,  -5.3
0.06643,  -7.7
0.06642,  -7.1
0.06643,  -7.2
0.06641,  -4.8
0.06641,  -4.7
0.06641,  -4.9
0.06642,  -4.7
0.06642,  -5.4
0.06642,  -6.8
0.06641, -10.4
0.06644, -11.8
0.06642, -11.2
0.06644,  -9.3
0.06645,  -8.7
0.06643,  -6.5
0.06644,  -1.5
0.06644,  -0.2
0.06642,  -0.8
0.06642,  -0.1
0.06643,  -1.3
0.06643,  -1.6
0.06643,  -1.1
0.06645,  -2.3
0.06644,  -1.5
0.06643,   0.1
0.06645,   0.7
0.06643,   3.3
0.06644,   5.3
0.06644,   7.5
0.06643,   8.0
0.06642,   8.4
0.06643,  -0.8
0.06644,  -0.9
0.06642,  -2.6
0.06643,  -3.5
0.06643,  -3.0
0.06643,  -0.9
0.06642,  -0.9
0.06644,  -0.6
0.06644,  -0.6
0.06643,   0.3
0.06645,  -0.1
0.06644,  -0.2
0.06641,   0.2
0.06643,  -0.3
0.06641,  -0.1
0.06643,  -1.5
0.06642,  -0.5
0.06642,  -0.5
0.06644,  -2.2
0.06643,  -1.0
0.06644,  -1.7
0.06643,  -0.9
0.06644,  -1.9
0.06643,  -2.5
0.06644,  -2.4
0.06645,  -1.0
0.06643,  -1.2
0.06643,  -1.3
0.06642,  -1.0
0.06642,  -0.6
0.06644,  -1.0
0.06643,  -0.5
0.06643,  -1.0
0.06643,  -1.6
0.06645,  -1.3
0.06643,   0.4
0.06643,  -0.7
0.06642,  -1.1
0.06643,   0.5
0.06645,   1.0
0.06643,   0.5
0.06645,   1.0
0.06643,   1.0
0.06643,   0.0
0.06644,  -0.4
0.06644,  -0.1
0.06642,  -0.4
0.06643,  -1.2
0.06642,  -1.2
0.06644,  -1.6
0.06642,  -0.6
0.06641,  -1.5
0.06644,  -0.9
0.06643,  -0.8
0.06643,  -0.0
0.06643,  -0.1
0.06643,  -0.4
0.06641,  -1.1
0.06643,   0.1
0.06643,  -0.7
0.06643,  -0.8
0.06642,  -1.9
0.06643,  -4.4
0.06642,  -6.4
0.06642,  -7.7
0.06642,  -7.1
0.06643,  -8.0
0.06641,  -7.3
0.06642,  -7.9
0.06642,  -7.5
0.06642,  -8.7
0.06642,  -8.2
0.06644,  -7.3
0.06642,  -7.0
0.06641,  -4.1
0.06645,  -3.9
0.06642,  -2.1
0.06644,  -0.9
0.06641,  -1.3
0.06643,  -2.1
0.06643,  -1.8
0.06641,  -0.3
0.06643,  -1.5
0.06643,  -0.7
0.06644,  -0.6
0.06642,  -0.3
0.06643,   0.5
0.06641,  -0.7
0.06642,  -1.4
0.06643,  -1.1
0.06644,  -2.6
0.06641,  -1.3
0.06642,  -1.4
0.06643,  -1.8
0.06643,  -1.8
0.06641,  -2.4
0.06642,  -1.9
0.06641,  -2.2
0.06644,  -2.5
0.06642,  -2.3
0.06644,  -3.4
0.06642,  -1.2
0.06643,  -1.8
0.06644,  -1.7
0.06643,  -1.6
0.06642,  -0.7
0.06644,  -0.4
0.06642,  -1.6
0.06643,  -0.9
0.06642,  -0.7
0.06644,  -1.7
0.06643,  -3.0
0.06642,  -5.6
0.06643,  -6.5
0.06642,  -6.6
0.06642,  -6.0
0.06643,  -6.5
0.06644,  -6.2
0.06644,  -8.5
0.06642,  -7.4
0.06642,  -7.0
0.06642,  -7.4
0.06643,  -8.0
0.06643,  -8.4
0.06643,  -5.9
0.06642,  -5.7
0.06643,  -5.1
0.06643,  -6.6
0.06643,  -7.1
0.06644,  -6.5
0.06643,  -6.7
0.06644,  -6.2
0.06642,  -7.1
0.06642,  -6.7
0.06642,  -6.3
0.06642,  -6.9
0.06641,  -8.0
0.06641,  -7.2
0.06644,  -5.9
0.06642,  -7.6
0.06643,  -6.2
0.06642,  -4.6
0.06643,  -5.9
0.06642,  -5.4
0.06642,  -5.1
0.06644,  -4.0
0.06643,  -7.7
0.06641,  -5.6
0.06643,  -5.2
0.06644,  -5.4
0.06642,  -5.6
0.06644,  -4.4
0.06643,  -5.0
0.06644,  -6.2
0.06643,  -5.9
0.06642,  -4.8
0.06643,  -5.0
0.06644,  -4.7
0.06643,  -6.0
0.06643,  -6.7
0.06643,  -6.2
0.06643,  -5.9
0.06644,  -3.1
0.06643,  -2.9
0.06644,  -4.6
0.06645,  -5.3
0.06643,  -5.0
0.06643,  -4.5
0.06643,  -4.6
0.06644,  -4.6
0.06643,  -3.4
0.06642,  -4.4
0.06643,  -4.4
0.06644,  -4.7
0.06642,  -5.1
0.06643,  -5.7
0.06643,  -5.0
0.06642,  -5.3
0.06640,  -6.2
0.06643,  -4.7
0.06644,  -5.7
0.06644,  -5.3
0.06643,  -6.0
0.06641,  -5.5
0.06644,  -6.1
0.06643,  -6.4
0.06642,  -4.9
0.06643,  -5.2
0.06642,  -4.5
0.06642,  -4.9
0.06643,  -5.1
0.06643,  -6.1
0.06642,  -3.5
0.06643,  -5.9
0.06643,  -4.6
0.06644,  -5.6
0.06643,  -5.6
0.06642,  -8.1
0.06642,  -7.6
0.06643,  -6.3
0.06642,  -6.4
0.06642,  -4.3
0.06642,  -5.4
0.06642,  -6.9
0.06641,  -5.1
0.06640,  -4.8
0.06642,  -5.0
0.06642,  -5.3
0.06643,  -5.7
0.06641,  -5.7
0.06646,  -6.4
0.06731,  -6.0
0.06600,  -5.4
0.01979,  -6.4
0.01472,  -4.5
-0.00576,  -6.3
-0.00893,  -6.4
0.01073,  -5.5
0.00567,  -5.7
-0.02333,  -5.9
-0.07824,  -6.2
-0.13644,  -6.3
-0.12651,  -5.6
-0.13556,  -5.4
-0.13679,  -5.1
-0.13087,  -5.3
-0.12575,  -6.1
-0.11927,  -5.2
-0.13280,  -5.1
-0.10797,  -5.9
-0.03132,  -5.0
-0.01683,  -6.1
-0.02040,  -4.9
-0.02403,  -4.9
-0.04118,  -5.6
-0.04002,  -5.2
-0.02824,  -5.5
0.10240,  -4.7
0.13471,  -4.2
0.11479,  -5.9
0.11513,  -5.8
0.11139,  -5.0
0.11301,  -5.7
0.11661,  -5.4
0.12918,  -5.0
0.15549,  -5.8
0.17736,  -5.2
0.21748,  -4.7
0.23584,  -4.8
0.24513,  -5.0
0.25722,  -5.0
0.25570,  -5.8
0.26027,  -5.3
0.26882,  -5.8
0.26587,  -6.1
0.26198,  -5.3
0.25453,  -6.5
0.24842,  -5.6
0.23888,  -5.0
0.25016,  -5.4
0.28309,  -5.1
0.23886,  -5.6
0.21650,  -4.9
0.19003,  -5.9
0.18670,  -5.4
0.19990,  -5.6
0.19340,  -5.6
0.19152,  -6.3
0.19031,  -6.1
0.19025,  -4.9
0.19024,  -5.3
0.18970,  -6.2
0.19126,  -5.2
0.19165,  -4.8
0.19047,  -5.5
0.18635,  -5.5
0.18045,  -4.9
0.17874,  -4.9
0.17800,  -4.0
0.17706,  -5.0
0.17637,  -4.5
0.17473,  -5.9
0.17244,  -5.9
0.17147,  -5.7
0.17058,  -5.0
0.16914,  -4.7
0.16827,  -5.2
0.16813,  -5.3
0.16884,  -5.7
0.16922,  -5.5
0.16951,  -5.3
0.16870,  -5.2
0.16495,  -5.7
0.15876,  -6.3
0.14487,  -5.8
0.14319,  -6.1
0.14307,  -6.0
0.13659,  -6.6
0.12258,  -5.6
0.11930,  -4.9
0.11990,  -4.8
0.12251,  -6.1
0.12318,  -5.8
0.12395,  -5.6
0.12455,  -5.9
0.12528,  -5.3
0.12510,  -5.6
0.12535,  -6.3
0.12487,  -6.1
0.12491,  -6.1
0.12469,  -5.4
0.12449,  -5.2
0.12446,  -5.5
0.12393,  -6.3
0.12366,  -5.0
0.12252,  -5.5
0.11729,  -4.7
0.09191,  -5.4
0.09436,  -5.6
0.09370,  -4.2
0.09303,  -5.0
0.08998,  -6.2
0.08897,  -5.3
0.07835,  -5.1
0.07249,  -5.9
0.07392,  -5.0
0.07702,  -4.7
0.07818,  -6.2
0.08073,  -5.3
0.07581,  -5.3
0.07755,  -5.5
0.08228,  -5.7
0.08059,  -5.0
0.07990,  -4.9
0.08675,  -6.2
0.09158,  -5.3
0.10853,  -5.8
0.11301,  -5.3
0.11247,  -4.2
0.11336,  -5.3
0.11793,  -6.2
0.12611,  -4.4
0.14096,  -6.2
0.14952,  -5.6
0.14924,  -5.2
0.14968,  -5.2
0.15386,  -4.9
0.15162,  -5.6
0.15146,  -5.3
0.15220,  -5.6
0.15240,  -5.4
0.17332,  -5.3
0.20047,  -5.1
0.21095,  -5.8
0.18308,  -5.2
0.18104,  -3.7
0.18292,  -5.6
0.18890,  -4.1
0.18712,  -4.9
0.19348,  -5.4
0.16255,  -4.6
0.15329,  -5.6
0.15954,  -4.4
0.15089,  -5.7
0.15776,  -5.0
0.17491,  -5.6
0.18636,  -5.8
0.22830,  -5.5
0.23504,  -4.8
0.23347,  -5.3
0.24608,  -7.0
0.26159,  -5.1
0.26456,  -5.7
0.27545,  -4.9
0.29666,  -5.3
0.30383,  -6.2
0.30330,  -5.6
0.30311,  -5.7
0.30237,  -4.8
0.29623,  -5.1
0.28408,  -5.5
0.28013,  -6.0
0.28588,  -5.2
0.29058,  -5.7
0.29266,  -5.5
0.29095,  -5.9
0.29656,  -6.2
0.29190,  -5.1
0.28243,  -6.3
0.28215,  -5.7
0.28581,  -5.6
0.28562,  -5.5
0.28626,  -5.3
0.28983,  -5.8
0.28891,  -4.9
0.29323,  -6.2
0.29372,  -5.8
0.29249,  -5.7
0.29226,  -5.9
0.29173,  -5.8
0.29019,  -5.2
0.29026,  -5.4
0.29101,  -5.5
0.29196,  -5.5
0.27831,  -5.3
0.27473,  -5.0
0.27414,  -5.4
0.27242,  -5.4
0.26994,  -5.0
0.26917,  -5.5
0.26884,  -6.3
0.26881,  -5.1
0.26802,  -5.3
0.26614,  -6.3
0.26541,  -5.6
0.26396,  -5.6
0.26284,  -5.2
0.26269,  -6.5
0.26233,  -5.9
0.26090,  -5.6
0.25814,  -5.7
0.25809,  -6.2
0.25833,  -5.8
0.25884,  -5.3
0.26015,  -6.2
0.25964,  -5.0
0.25900,  -5.5
0.25549,  -7.0
0.25668,  -4.8
0.25718,  -5.2
0.25789,  -5.1
0.25877,  -6.3
0.25727,  -4.8
0.25507,  -5.2
0.25370,  -5.9
0.25286,  -6.5
0.25312,  -7.0
0.25269,  -5.4
0.25236,  -6.5
0.25282,  -5.8
0.25198,  -6.0
0.25218,  -6.5
0.25250,  -7.2
0.25291,  -7.0
0.25231,  -6.6
0.24983,  -6.9
0.23770,  -7.2
0.23322,  -6.3
0.23421,  -6.6
0.23506,  -5.8
0.23581,  -7.3
0.23673,  -5.7
0.23666,  -5.4
0.23575,  -5.0
0.23516,  -4.2
0.23473,  -4.6
0.23396,  -4.9
0.23348,  -5.5
0.23325,  -4.9
0.23315,  -5.0
0.23311,  -4.7
0.23311,  -4.2
0.23312,  -4.7
0.23312,  -4.6
0.23310,  -5.3
0.23311,  -5.9
0.23310,  -5.5
0.23310,  -5.8
0.23312,  -5.5
0.23312,  -4.0
0.23311,  -4.6
0.23314,  -5.8
0.23312,  -4.6
0.23312,  -5.0
0.23312,  -5.6
0.23312,  -5.6
0.23313,  -6.0
0.23313,  -6.2
0.23313,  -5.2
0.23313,  -4.9
0.23314,  -5.0
0.23314,  -5.4
0.23314,  -6.0
0.23315,  -5.2
0.23315,  -4.9
0.23314,  -5.1
0.23313,  -6.9
0.23315,  -5.0
0.23314,  -5.3
0.23315,  -5.1
0.23314,  -4.7
0.23314,  -5.1
0.23315,  -4.9
0.23313,  -4.6
0.23314,  -4.9
0.23314,  -5.2
0.23316,  -3.8
0.23317,  -5.2
0.23315,  -4.2
0.23315,  -6.4
0.23315,  -4.3
0.23317,  -5.5
0.23317,  -5.5
0.23315,  -4.4
0.23316,  -4.8
0.23315,  -4.5
0.23315,  -4.6
0.23317,  -4.9
0.23317,  -4.8
0.23316,  -4.8
0.23316,  -4.7
0.23316,  -5.4
0.23316,  -5.3
0.23303,  -3.9
0.23315,  -5.3
0.23315,  -5.3
0.23314,  -5.1
0.23377,  -5.5
0.23409,  -5.2
0.23146,  -5.2
0.23218,  -5.6
0.23075,  -5.3
0.23287,  -5.8
0.23352,  -5.7
0.22603,  -5.9
0.21446,  -5.5
0.20754,  -5.1
0.20562,  -5.5
0.20516,  -6.7
0.20493,  -5.8
0.20493,  -5.5
0.20510,  -6.0
0.20405,  -5.9
0.20375,  -4.9
0.20531,  -4.8
0.20625,  -7.1
0.20711,  -6.7
0.20725,  -5.6
0.20734,  -6.8
0.20678,  -6.2
0.20619,  -6.8
0.20403,  -5.8
0.20373,  -6.2
0.20379,  -5.5
0.20322,  -5.8
0.20264,  -5.2
0.20261,  -5.0
0.20258,  -5.4
0.20260,  -4.9
0.20260,  -5.6
0.20257,  -5.4
0.20260,  -5.4
0.20258,  -5.5
0.20247,  -5.2
0.20243,  -4.8
0.20233,  -4.9
0.20238,  -5.6
0.20241,  -6.2
0.20242,  -6.2
0.20242,  -5.5
0.20237,  -5.1
0.20234,  -5.2
0.20241,  -6.4
0.20244,  -6.7
0.20267,  -5.2
0.20280,  -5.5
0.20258,  -5.8
0.20194,  -5.6
0.20161,  -5.2
0.20155,  -5.5
0.20159,  -4.5
0.20156,  -4.9
0.20150,  -5.5
0.20143,  -5.1
0.20143,  -4.4
0.20144,  -5.8
0.20145,  -4.9
0.20145,  -4.9
0.20144,  -5.7
0.20143,  -5.6
0.20143,  -5.6
0.20144,  -6.5
0.20145,  -5.7
0.20145,  -5.8
0.20144,  -6.1
0.20143,  -6.2
0.20143,  -6.1
0.20143,  -4.9
0.20145,  -6.6
0.20145,  -5.7
0.20144,  -6.1
0.20145,  -5.6
0.20144,  -5.7
0.20145,  -5.8
0.20144,  -5.0
0.20144,  -6.4
0.20144,  -6.2
0.20144,  -5.9
0.20145,  -6.2
0.20143,  -6.0
0.20145,  -6.3
0.20146,  -5.7
0.20146,  -6.1
0.20144,  -6.0
0.20144,  -5.9
0.20145,  -5.0
0.20145,  -6.7
0.20146,  -5.8
0.20145,  -6.0
0.20145,  -6.4
0.20146,  -5.9
0.20146,  -5.7
0.20145,  -5.9
0.20145,  -6.1
0.20147,  -5.9
0.20145,  -5.4
0.20146,  -6.4
0.20147,  -6.5
0.20148,  -5.5
0.20147,  -5.6
0.20147,  -5.4
0.20147,  -4.9
0.20146,  -5.6
0.20148,  -5.8
0.20146,  -5.0
0.20146,  -4.9
0.20145,  -5.0
0.20146,  -5.1
0.20145,  -5.4
0.20145,  -5.9
0.20146,  -6.3
0.20145,  -5.2
0.20148,  -6.7
0.20146,  -6.7
